ids,Year,Source,Target,Weight
0,1985,가슴(N),남(P),5
1,1985,가슴(N),작(P),6
2,1985,건강(N),좋(P),6
3,1985,곁(N),가(P),8
4,1985,곁(N),떠나가(P),7
5,1985,곳(N),멀(P),6
6,1985,길(N),가(P),7
7,1985,길(N),떠나(P),5
8,1985,길(N),멀(P),5
9,1985,내일(N),가(P),5
10,1985,네(N),주(P),7
11,1985,눈물(N),젖(P),6
12,1985,님(N),떠나가(P),5
13,1985,님(N),살펴주(P),8
14,1985,마음(N),보(P),6
15,1985,마음(N),약하(P),6
16,1985,마음(N),없(P),7
17,1985,말(N),없(P),8
18,1985,말(N),하(P),13
19,1985,바람(N),불어오(P),5
20,1985,바보(N),같(P),9
21,1985,밤(N),어둡(P),7
22,1985,밤(N),피(P),5
23,1985,버선(N),벗(P),6
24,1985,비(N),내리(P),25
25,1985,사람(N),모르(P),7
26,1985,사람(N),주(P),6
27,1985,사랑(N),같(P),20
28,1985,사랑(N),되(P),7
29,1985,사랑(N),떨(P),10
30,1985,사랑(N),모르(P),5
31,1985,사랑(N),보(P),5
32,1985,사랑(N),빠지(P),13
33,1985,사랑(N),알(P),8
34,1985,사랑(N),어렵(P),6
35,1985,사랑(N),없(P),9
36,1985,사랑(N),있(P),10
37,1985,사랑(N),잊(P),13
38,1985,사랑(N),주(P),6
39,1985,사랑(N),하(P),10
40,1985,외로움(N),빠지(P),5
41,1985,우(N),내리(P),7
42,1985,이제(N),벗어나(P),18
43,1985,잠(N),오(P),12
44,1985,잠(N),지(P),8
45,1985,장미(N),같(P),10
46,1985,장미(N),떨(P),7
47,1985,장미(N),피(P),5
48,1985,조(N),날(P),8
49,1985,타(N),날(P),8
50,1985,편지(N),쓰(P),5
51,1985,하(N),피(P),5
52,1985,행복(N),주(P),6
53,1985,화분(N),작(P),10
54,1985,후(N),싫(P),6
0,1986,가슴(N),비(P),7
1,1986,곁(N),오(P),5
2,1986,곁(N),있(P),9
3,1986,곳(N),가(P),6
4,1986,곳(N),깊(P),5
5,1986,국화(N),타(P),6
6,1986,길(N),서(P),5
7,1986,나라(N),보(P),6
8,1986,나라(N),새파랗(P),8
9,1986,나라(N),파랗(P),10
10,1986,날(N),슬프(P),5
11,1986,네(N),가(P),7
12,1986,눈(N),가(P),5
13,1986,눈(N),흐르(P),6
14,1986,눈물(N),흘리(P),7
15,1986,눈빛(N),머물(P),5
16,1986,때(N),가(P),7
17,1986,라디오(N),켜(P),20
18,1986,라디오(N),크(P),18
19,1986,마음(N),깊(P),6
20,1986,마음(N),새파랗(P),8
21,1986,마음(N),있(P),6
22,1986,마음(N),주(P),10
23,1986,말(N),하(P),21
24,1986,바다(N),눕(P),6
25,1986,바람(N),불(P),6
26,1986,불(N),밝히(P),5
27,1986,비(N),내리(P),5
28,1986,빛(N),밝(P),6
29,1986,사람(N),떠나(P),6
30,1986,사람(N),떠나가(P),5
31,1986,사람(N),모이(P),6
32,1986,사람(N),없(P),5
33,1986,사랑(N),떠나(P),10
34,1986,사랑(N),떠나가(P),5
35,1986,사랑(N),없(P),5
36,1986,사랑(N),있(P),17
37,1986,사랑(N),잊(P),5
38,1986,사랑(N),철없(P),7
39,1986,사랑(N),하(P),17
40,1986,새(N),가(P),7
41,1986,새(N),간(P),6
42,1986,새(N),되(P),7
43,1986,생각(N),나(P),5
44,1986,세월(N),흐르(P),5
45,1986,손(N),잡(P),8
46,1986,수요일(N),빨갛(P),5
47,1986,스(N),잘(P),13
48,1986,어둠(N),깊(P),6
49,1986,이제(N),꾸(P),5
50,1986,이제(N),잊(P),9
51,1986,일(N),좋아하(P),5
52,1986,자리(N),있(P),6
53,1986,장미(N),빨갛(P),5
54,1986,하늘(N),하(P),6
55,1986,한마음(N),새파랗(P),8
56,1986,황혼(N),타(P),6
0,1987,가슴(N),작(P),5
1,1987,경아(N),돌아오(P),8
2,1987,곁(N),떠나(P),5
3,1987,기억(N),나(P),5
4,1987,꿈(N),꾸(P),7
5,1987,꿈(N),예쁘(P),5
6,1987,날(N),이렇(P),8
7,1987,날(N),잃어버리(P),6
8,1987,날(N),찾(P),6
9,1987,내(N),기다리(P),5
10,1987,네(N),가(P),5
11,1987,눈(N),감(P),10
12,1987,눈(N),뜨(P),15
13,1987,눈물(N),보(P),5
14,1987,눈물(N),잃어버리(P),6
15,1987,눈물(N),흐르(P),5
16,1987,눈물(N),흘리(P),7
17,1987,마(N),가(P),6
18,1987,마음(N),모르(P),5
19,1987,마음(N),슬프(P),5
20,1987,마음(N),아름답(P),5
21,1987,마음(N),있(P),5
22,1987,말(N),떠나(P),6
23,1987,말(N),하(P),24
24,1987,모습(N),잊(P),5
25,1987,몸살(N),하(P),8
26,1987,바람(N),불(P),9
27,1987,밤(N),가(P),5
28,1987,밤(N),길(P),7
29,1987,밤(N),없(P),5
30,1987,밤(N),오(P),5
31,1987,사람(N),가(P),7
32,1987,사랑(N),그렇(P),6
33,1987,사랑(N),되(P),19
34,1987,사랑(N),떠나(P),6
35,1987,사랑(N),떠나가(P),6
36,1987,사랑(N),받(P),12
37,1987,사랑(N),슬프(P),7
38,1987,사랑(N),없(P),8
39,1987,사랑(N),잊(P),14
40,1987,사랑(N),하(P),25
41,1987,생각(N),나(P),7
42,1987,세월(N),잃어버리(P),6
43,1987,세월(N),흩(P),8
44,1987,손(N),잡(P),6
45,1987,시절(N),가(P),7
46,1987,시절(N),어리(P),5
47,1987,시절(N),지나(P),5
48,1987,얘기(N),하(P),6
49,1987,어른(N),되(P),8
50,1987,여인(N),가(P),8
51,1987,영(N),견디(P),6
52,1987,영(N),보(P),6
53,1987,오늘(N),없(P),5
54,1987,오늘(N),향하(P),6
55,1987,이제(N),없(P),8
56,1987,젊음(N),찾(P),5
57,1987,지마라(N),가(P),6
58,1987,청춘(N),잃어버리(P),6
59,1987,풍선(N),날(P),5
60,1987,풍선(N),날아가(P),5
61,1987,풍선(N),노랗(P),6
62,1987,풍선(N),타(P),6
63,1987,하늘(N),날(P),6
64,1987,하늘(N),노랗(P),5
65,1987,현아(N),떠나(P),6
66,1987,후(N),되(P),6
0,1988,거리(N),낯설(P),6
1,1988,곳(N),가(P),8
2,1988,기쁨(N),되(P),5
3,1988,꿈결(N),같(P),5
4,1988,나라(N),그립(P),6
5,1988,나리(N),모(P),27
6,1988,날(N),만나(P),5
7,1988,날(N),위하(P),5
8,1988,날(N),지나(P),5
9,1988,눈(N),감(P),6
10,1988,눈(N),슬프(P),5
11,1988,다디다담(N),담(P),16
12,1988,다디담(N),담(P),24
13,1988,담다디(N),담(P),16
14,1988,때(N),오(P),5
15,1988,마음(N),하(P),6
16,1988,말(N),없(P),8
17,1988,말(N),하(P),7
18,1988,바람(N),불(P),7
19,1988,밤(N),아쉽(P),6
20,1988,밤(N),좋(P),6
21,1988,밤하늘(N),보(P),6
22,1988,별(N),보(P),6
23,1988,비(N),오(P),8
24,1988,사랑(N),그(P),5
25,1988,사랑(N),남(P),5
26,1988,사랑(N),알(P),7
27,1988,사랑(N),없(P),7
28,1988,사랑(N),있(P),15
29,1988,사랑먼(N),하(P),5
30,1988,세월(N),가(P),6
31,1988,세월(N),하(P),6
32,1988,손(N),잡(P),11
33,1988,수(N),없(P),5
34,1988,안개꽃(N),남기(P),5
35,1988,어젯밤(N),나(P),6
36,1988,여(N),외롭(P),6
37,1988,옛날(N),울(P),8
38,1988,이별(N),없(P),7
39,1988,이제(N),되(P),8
40,1988,이제(N),없(P),5
41,1988,일(N),없(P),5
42,1988,잠(N),들(P),5
43,1988,전(N),하(P),7
44,1988,줄(N),받(P),6
45,1988,줄(N),없(P),6
46,1988,집시(N),외롭(P),6
47,1988,처음(N),만나(P),6
48,1988,타인(N),낯설(P),6
49,1988,토요일(N),좋(P),6
50,1988,해(N),뜨(P),7
0,1989,가슴(N),담(P),5
1,1989,가슴(N),뛰(P),8
2,1989,가슴(N),아프(P),9
3,1989,가을(N),흐리(P),11
4,1989,거리(N),걷(P),7
5,1989,겨울(N),가(P),5
6,1989,곳(N),쉬(P),5
7,1989,구름(N),흩어지(P),5
8,1989,길(N),걷(P),5
9,1989,꿈(N),꾸(P),9
10,1989,꿈(N),살(P),6
11,1989,꿈(N),없(P),5
12,1989,꿈(N),있(P),5
13,1989,꿈들(N),잊히(P),6
14,1989,나(N),오(P),5
15,1989,날(N),가(P),8
16,1989,날(N),아름답(P),6
17,1989,날(N),지나(P),5
18,1989,내맘(N),들(P),6
19,1989,내일(N),꾸(P),6
20,1989,눈(N),감(P),13
21,1989,눈(N),돌아서(P),5
22,1989,눈(N),르(P),5
23,1989,눈(N),잊(P),8
24,1989,눈물(N),흐르(P),8
25,1989,대답(N),없(P),5
26,1989,때(N),있(P),6
27,1989,른(N),모(P),5
28,1989,른(N),하(P),5
29,1989,리(N),감(P),5
30,1989,리(N),돌아서(P),5
31,1989,리(N),르(P),5
32,1989,리(N),잊(P),5
33,1989,마음(N),아프(P),7
34,1989,마음(N),알(P),6
35,1989,말(N),하(P),21
36,1989,바다(N),가(P),5
37,1989,바람(N),따르(P),6
38,1989,바람(N),불(P),13
39,1989,바람아(N),멈추(P),9
40,1989,밤(N),있(P),5
41,1989,비(N),내리(P),8
42,1989,빗물(N),같(P),5
43,1989,사랑(N),감(P),10
44,1989,사랑(N),돌아서(P),10
45,1989,사랑(N),돌아오(P),5
46,1989,사랑(N),떠나(P),5
47,1989,사랑(N),르(P),10
48,1989,사랑(N),모르(P),5
49,1989,사랑(N),아름답(P),5
50,1989,사랑(N),없(P),11
51,1989,사랑(N),울(P),8
52,1989,사랑(N),있(P),8
53,1989,사랑(N),잊(P),11
54,1989,사랑(N),하(P),6
55,1989,상처(N),남(P),8
56,1989,상처(N),젊(P),6
57,1989,새(N),날아가(P),5
58,1989,세상(N),변하(P),5
59,1989,세상(N),아름답(P),8
60,1989,세월(N),흘러가(P),7
61,1989,속(N),담(P),5
62,1989,슬픔(N),담(P),5
63,1989,오늘(N),울(P),8
64,1989,웃음(N),하(P),5
65,1989,음(N),쓰(P),6
66,1989,이세상(N),젊(P),6
67,1989,이제(N),없(P),7
68,1989,이해(N),있(P),5
69,1989,지마(N),가(P),6
70,1989,창문(N),열(P),5
71,1989,책(N),접(P),5
72,1989,추억(N),돌이키(P),5
73,1989,추억(N),아름답(P),9
74,1989,춤(N),추(P),8
75,1989,편지(N),쓰(P),11
76,1989,하늘(N),날아보(P),5
77,1989,하늘(N),흐리(P),11
78,1989,한숨(N),젊(P),7
79,1989,호랑나비(N),날아보(P),6
0,1990,가슴(N),아프(P),6
1,1990,걸(N),스치(P),5
2,1990,곳(N),어둡(P),5
3,1990,곳(N),없(P),5
4,1990,귀(N),기울이(P),5
5,1990,그날(N),잊(P),8
6,1990,그리움(N),쌓이(P),6
7,1990,그리움(N),지우(P),5
8,1990,기억(N),잊(P),8
9,1990,길(N),가(P),5
10,1990,길(N),걷(P),8
11,1990,길(N),멀(P),6
12,1990,나나나나(N),나(P),5
13,1990,날(N),아름답(P),7
14,1990,날(N),위하(P),5
15,1990,날(N),지나(P),9
16,1990,내일얘기(N),쓰(P),5
17,1990,네(N),가(P),6
18,1990,눈(N),바라보(P),5
19,1990,눈물(N),없(P),6
20,1990,눈물(N),흐르(P),10
21,1990,눈물(N),흘리(P),10
22,1990,도네(N),돌아가네(P),7
23,1990,때(N),그리(P),5
24,1990,마음(N),슬프(P),6
25,1990,마음(N),주(P),7
26,1990,말(N),수줍(P),5
27,1990,말(N),없(P),6
28,1990,말(N),하(P),25
29,1990,맘(N),어둡(P),6
30,1990,모두(N),사라지(P),5
31,1990,모습(N),사라지(P),6
32,1990,미련(N),나(P),6
33,1990,미련(N),울(P),6
34,1990,미싱(N),돌아가네(P),7
35,1990,바다(N),슬프(P),6
36,1990,바람(N),불(P),10
37,1990,밤(N),어둡(P),7
38,1990,볼(N),없(P),9
39,1990,비(N),내리(P),5
40,1990,비(N),맞(P),5
41,1990,사람(N),가(P),5
42,1990,사람(N),되(P),5
43,1990,사람(N),많(P),8
44,1990,사람(N),얄밉(P),6
45,1990,사람(N),주(P),5
46,1990,사랑(N),잊(P),14
47,1990,사랑(N),주(P),6
48,1990,사랑(N),하(P),9
49,1990,생각(N),하(P),7
50,1990,세상(N),많(P),5
51,1990,속(N),비(P),5
52,1990,손(N),어둡(P),5
53,1990,슬픔(N),없(P),5
54,1990,얘기(N),스치(P),5
55,1990,이제(N),가(P),5
56,1990,이제(N),되(P),5
57,1990,이제(N),없(P),12
58,1990,지(N),하(P),6
59,1990,지울수(N),없(P),8
60,1990,착각(N),지나치(P),8
61,1990,추억(N),지나(P),6
62,1990,한(N),가(P),5
0,1991,가슴(N),쌓이(P),5
1,1991,곁(N),있(P),10
2,1991,그날(N),오(P),10
3,1991,그리움(N),쌓이(P),6
4,1991,길(N),있(P),6
5,1991,노래(N),슬프(P),6
6,1991,눈(N),감(P),9
7,1991,눈물(N),흐르(P),7
8,1991,눈물(N),흘리(P),8
9,1991,데(N),있(P),6
10,1991,때(N),느끼(P),5
11,1991,리(N),슬프(P),8
12,1991,리(N),싫(P),8
13,1991,리(N),울(P),8
14,1991,마음(N),알(P),6
15,1991,마음(N),없(P),6
16,1991,말(N),하(P),19
17,1991,맘(N),바라(P),6
18,1991,모습(N),보(P),5
19,1991,미(N),두(P),5
20,1991,미니스커트(N),짧(P),6
21,1991,바람(N),오(P),7
22,1991,비(N),내리(P),6
23,1991,삐(N),좋(P),5
24,1991,사람(N),싫(P),8
25,1991,사랑(N),떠나(P),8
26,1991,사랑(N),아름답(P),13
27,1991,사랑(N),있(P),9
28,1991,사랑(N),잊(P),5
29,1991,사랑(N),찾(P),10
30,1991,사랑(N),하(P),11
31,1991,세월(N),돌(P),6
32,1991,속(N),슬프(P),6
33,1991,시(N),들(P),5
34,1991,아(N),돌리(P),6
35,1991,앞(N),두(P),5
36,1991,에로(N),좋(P),5
37,1991,영화(N),슬프(P),6
38,1991,이밤(N),지나(P),5
39,1991,이밤(N),헤어지(P),5
40,1991,이별(N),없(P),5
41,1991,이별(N),하(P),13
42,1991,이별(N),헤어지(P),5
43,1991,이제(N),느끼(P),9
44,1991,이제(N),슬프(P),5
45,1991,이제(N),하(P),5
46,1991,춤(N),추(P),5
47,1991,하(N),그대(P),5
48,1991,하(N),떠나(P),5
49,1991,하(N),보내(P),5
50,1991,행복(N),바라(P),6
51,1991,혼자(N),느끼(P),7
52,1991,혼자(N),하(P),5
0,1992,가지(N),그(P),6
1,1992,걱정(N),있(P),6
2,1992,곁(N),있(P),14
3,1992,곳(N),있(P),7
4,1992,과거(N),없(P),5
5,1992,기억(N),있(P),5
6,1992,길(N),떠나(P),6
7,1992,꽃모자(N),예쁘(P),5
8,1992,날(N),많(P),8
9,1992,날(N),외롭(P),7
10,1992,날(N),있(P),6
11,1992,내일(N),향하(P),10
12,1992,노래(N),듣(P),6
13,1992,눈빛(N),슬프(P),10
14,1992,라(N),사(P),12
15,1992,마음(N),알(P),5
16,1992,말(N),없(P),5
17,1992,말(N),있(P),6
18,1992,말(N),하(P),21
19,1992,모습(N),다가오(P),5
20,1992,모습(N),없(P),11
21,1992,모습(N),울(P),7
22,1992,모습(N),찾(P),7
23,1992,목소리(N),슬프(P),10
24,1992,미소(N),짓(P),6
25,1992,밤(N),오(P),8
26,1992,밤(N),이렇(P),5
27,1992,비(N),내리(P),6
28,1992,비(N),오(P),12
29,1992,비(N),젖(P),9
30,1992,사람(N),외롭(P),5
31,1992,사랑(N),없(P),5
32,1992,사랑(N),오(P),9
33,1992,사랑(N),차갑(P),5
34,1992,사랑(N),하(P),16
35,1992,생각(N),잊(P),5
36,1992,손(N),잡(P),6
37,1992,숨(N),쉬(P),5
38,1992,슬픔(N),없(P),5
39,1992,시간(N),없(P),6
40,1992,아픔(N),남기(P),6
41,1992,오(N),사(P),12
42,1992,오(N),슬프(P),8
43,1992,오늘(N),있(P),5
44,1992,이제(N),눈감(P),7
45,1992,이제(N),느끼(P),5
46,1992,이제(N),없(P),10
47,1992,이제(N),잊(P),9
48,1992,이제(N),차(P),8
49,1992,일기(N),힘들(P),5
50,1992,처음(N),만나(P),7
51,1992,추억(N),되(P),5
52,1992,필요(N),없(P),8
53,1992,하루(N),살(P),6
54,1992,하루(N),지나가(P),5
55,1992,후(N),잠들(P),8
56,1992,힘(N),들(P),5
57,1992,힘(N),외롭(P),5
0,1993,걸(N),모(P),5
1,1993,곁(N),있(P),5
2,1993,기분(N),알(P),6
3,1993,기분(N),없(P),6
4,1993,기분(N),이렇(P),6
5,1993,기억(N),슬프(P),6
6,1993,길(N),가(P),11
7,1993,길(N),없(P),5
8,1993,꿈(N),꾸(P),11
9,1993,노래(N),슬프(P),5
10,1993,눈물(N),흘리(P),13
11,1993,느낌(N),없(P),10
12,1993,두근(N),두(P),12
13,1993,디(N),디러(P),5
14,1993,디러(N),디러(P),10
15,1993,디러(N),러(P),8
16,1993,디리(N),디러(P),11
17,1993,디리(N),러(P),8
18,1993,때(N),보(P),6
19,1993,때(N),알(P),6
20,1993,라(N),랄(P),36
21,1993,라라라라(N),랄(P),12
22,1993,리(N),되(P),18
23,1993,리지(N),울(P),6
24,1993,말(N),없(P),8
25,1993,말(N),있(P),12
26,1993,말(N),하(P),16
27,1993,밤(N),내리(P),5
28,1993,별(N),반짝이(P),6
29,1993,비(N),내리(P),5
30,1993,비(N),이렇(P),5
31,1993,사람(N),나(P),8
32,1993,사람(N),살(P),9
33,1993,사랑(N),가(P),7
34,1993,사랑(N),가르치(P),7
35,1993,사랑(N),길(P),6
36,1993,사랑(N),떠나(P),6
37,1993,사랑(N),버리(P),6
38,1993,사랑(N),보이(P),7
39,1993,사랑(N),부르(P),6
40,1993,사랑(N),살(P),7
41,1993,사랑(N),싫증나(P),6
42,1993,사랑(N),위하(P),6
43,1993,사랑(N),있(P),9
44,1993,사랑(N),하(P),10
45,1993,사랑(N),힘들(P),5
46,1993,새(N),날아가(P),6
47,1993,새(N),되(P),18
48,1993,생각(N),하(P),9
49,1993,세상(N),기다리(P),5
50,1993,세상(N),길들(P),6
51,1993,세상(N),이(P),5
52,1993,세상(N),있(P),12
53,1993,숨(N),쉬(P),5
54,1993,시간(N),없(P),6
55,1993,시작(N),길들(P),6
56,1993,시작(N),모(P),5
57,1993,시작(N),없(P),6
58,1993,시작(N),있(P),5
59,1993,알수(N),없(P),7
60,1993,앞(N),가(P),5
61,1993,앞(N),보(P),6
62,1993,어제(N),없(P),5
63,1993,요지경(N),이(P),8
64,1993,웃음(N),짓(P),5
65,1993,의미(N),없(P),5
66,1993,이별(N),없(P),7
67,1993,이별(N),있(P),8
68,1993,이제(N),그러(P),5
69,1993,이제(N),느끼(P),6
70,1993,이제(N),없(P),8
71,1993,이제(N),잊(P),6
72,1993,이제(N),하(P),9
73,1993,일(N),없(P),6
74,1993,짐(N),되(P),5
75,1993,친구(N),있(P),10
76,1993,표정(N),없(P),6
77,1993,필요(N),없(P),6
78,1993,헤야(N),하(P),6
79,1993,헤이(N),하(P),6
80,1993,홈(N),하(P),6
81,1993,홈마(N),하(P),12
82,1993,후(N),길들(P),6
83,1993,후회(N),없(P),5
84,1993,후회(N),하(P),7
0,1994,거절(N),하(P),5
1,1994,곁(N),그립(P),5
2,1994,곁(N),있(P),11
3,1994,고민(N),하(P),5
4,1994,곳(N),깊(P),8
5,1994,곳(N),없(P),6
6,1994,곳(N),있(P),5
7,1994,길(N),가(P),7
8,1994,꿈(N),하(P),5
9,1994,날(N),만나(P),9
10,1994,날(N),많(P),7
11,1994,날(N),없(P),7
12,1994,날(N),위하(P),10
13,1994,날(N),지나(P),8
14,1994,눈(N),뜨(P),5
15,1994,눈(N),슬프(P),5
16,1994,눈물(N),감추(P),5
17,1994,눈물(N),흘리(P),6
18,1994,능력(N),있(P),5
19,1994,달(N),지(P),5
20,1994,때(N),닮(P),6
21,1994,때(N),되(P),5
22,1994,때(N),만나(P),5
23,1994,때(N),있(P),5
24,1994,마음(N),깊(P),6
25,1994,말(N),그립(P),5
26,1994,말(N),낯설(P),6
27,1994,말(N),느끼(P),7
28,1994,말(N),없(P),9
29,1994,말(N),있(P),18
30,1994,말(N),하(P),24
31,1994,모습(N),잊(P),8
32,1994,볼(N),있(P),6
33,1994,비(N),내리(P),7
34,1994,비(N),오(P),5
35,1994,비밀(N),없(P),6
36,1994,사람(N),많(P),5
37,1994,사랑(N),그러(P),8
38,1994,사랑(N),남(P),5
39,1994,사랑(N),느끼(P),5
40,1994,사랑(N),모르(P),11
41,1994,사랑(N),알(P),5
42,1994,사랑(N),없(P),5
43,1994,사랑(N),있(P),11
44,1994,사랑(N),하(P),14
45,1994,상처(N),받(P),5
46,1994,서로(N),있(P),5
47,1994,세상(N),만들(P),6
48,1994,세상(N),쉽(P),5
49,1994,세상(N),있(P),6
50,1994,손(N),잡(P),5
51,1994,슬픔(N),되(P),5
52,1994,아픔(N),없(P),5
53,1994,영원(N),위하(P),5
54,1994,이상(N),없(P),7
55,1994,이제(N),없(P),16
56,1994,이제(N),원하(P),5
57,1994,이제(N),잊(P),6
58,1994,이제(N),지우(P),5
59,1994,이제(N),하(P),8
60,1994,전화(N),걸(P),5
61,1994,주저(N),하(P),5
62,1994,지(N),하(P),5
63,1994,처음(N),만나(P),13
64,1994,처음(N),보(P),7
65,1994,추억(N),아름답(P),5
66,1994,친구(N),없(P),6
67,1994,탐(N),이쁘(P),6
68,1994,편지(N),쓰(P),6
69,1994,하늘(N),날(P),5
70,1994,할래(N),그러(P),8
71,1994,혼자(N),남(P),5
0,1995,결혼(N),하(P),7
1,1995,곁(N),있(P),5
2,1995,그때(N),하(P),5
3,1995,기(N),가막히(P),14
4,1995,길(N),가(P),8
5,1995,길(N),멀(P),5
6,1995,꿈(N),가지(P),14
7,1995,꿈(N),같(P),7
8,1995,꿈(N),남기(P),14
9,1995,꿈(N),모(P),14
10,1995,꿈(N),좋(P),5
11,1995,꿈(N),찾(P),7
12,1995,나(N),나(P),20
13,1995,나(N),나나나(P),16
14,1995,날(N),많(P),6
15,1995,날(N),살(P),7
16,1995,날(N),없(P),5
17,1995,날(N),오(P),9
18,1995,날(N),있(P),5
19,1995,눈(N),뜨(P),8
20,1995,눈물(N),흘리(P),12
21,1995,느낌(N),보(P),5
22,1995,때(N),있(P),6
23,1995,마(N),꾸미(P),5
24,1995,마(N),하(P),5
25,1995,마음(N),떠나가(P),6
