ids,Year,Source,Target,Weight
90,2007,춤(N),추(P),6
91,2007,키(N),작(P),7
92,2007,필요(N),없(P),5
93,2007,하루(N),버티(P),5
94,2007,하루(N),없(P),12
95,2007,하루(N),잊(P),6
96,2007,행복(N),없(P),8
97,2007,행복(N),있(P),5
98,2007,행복(N),하(P),5
0,2008,가슴(N),뛰(P),5
1,2008,가슴(N),아프(P),7
2,2008,걸음(N),내밀(P),6
3,2008,겁(N),나(P),5
4,2008,곁(N),있(P),14
5,2008,곳(N),없(P),6
6,2008,구원(N),너(P),6
7,2008,귀순(N),보(P),64
8,2008,기분(N),좋(P),7
9,2008,기억(N),아름답(P),5
10,2008,끝(N),네(P),5
11,2008,끝(N),보이(P),6
12,2008,날(N),가(P),13
13,2008,날(N),보(P),18
14,2008,날(N),찾(P),6
15,2008,날(N),하(P),6
16,2008,노래(N),부르(P),8
17,2008,노을(N),붉(P),5
18,2008,누나(N),예쁘(P),7
19,2008,눈(N),감(P),6
20,2008,눈(N),나(P),5
21,2008,눈(N),뜨(P),6
22,2008,눈(N),보(P),5
23,2008,눈(N),보이(P),8
24,2008,눈(N),부시(P),5
25,2008,눈(N),하(P),9
26,2008,눈물(N),나(P),11
27,2008,눈물(N),참(P),7
28,2008,눈물(N),흐르(P),12
29,2008,눈빛(N),바라보(P),5
30,2008,다리(N),멋지(P),12
31,2008,다짐(N),하(P),5
32,2008,당장(N),보(P),12
33,2008,대답(N),없(P),6
34,2008,때(N),걷(P),7
35,2008,때(N),말(P),7
36,2008,때(N),미치(P),5
37,2008,때(N),보(P),8
38,2008,때(N),오(P),5
39,2008,때(N),있(P),7
40,2008,때(N),잡(P),6
41,2008,때(N),하(P),10
42,2008,마음(N),숨기(P),7
43,2008,마음(N),채우(P),5
44,2008,말(N),걸(P),5
45,2008,말(N),말(P),6
46,2008,말(N),없(P),6
47,2008,말(N),있(P),5
48,2008,말(N),하(P),40
49,2008,맘(N),모르(P),7
50,2008,맘(N),아프(P),6
51,2008,맘(N),이렇(P),5
52,2008,맘(N),향하(P),5
53,2008,매력(N),있(P),6
54,2008,머릿결(N),날리(P),12
55,2008,문(N),열(P),7
56,2008,미소(N),하(P),6
57,2008,미안(N),하(P),8
58,2008,바(N),그러(P),5
59,2008,바(N),보(P),5
60,2008,바보(N),같(P),6
61,2008,별(N),오(P),7
62,2008,비(N),내리(P),5
63,2008,사람(N),기다리(P),6
64,2008,사람(N),나쁘(P),8
65,2008,사람(N),싫(P),7
66,2008,사람(N),주(P),7
67,2008,사람(N),착하(P),7
68,2008,사랑(N),고맙(P),10
69,2008,사랑(N),끝나(P),5
70,2008,사랑(N),대(P),6
71,2008,사랑(N),돌아오(P),8
72,2008,사랑(N),되(P),11
73,2008,사랑(N),떠나(P),5
74,2008,사랑(N),떠나가(P),6
75,2008,사랑(N),모르(P),13
76,2008,사랑(N),밉(P),5
77,2008,사랑(N),보(P),9
78,2008,사랑(N),부르(P),7
79,2008,사랑(N),쉽(P),7
80,2008,사랑(N),없(P),21
81,2008,사랑(N),원하(P),13
82,2008,사랑(N),좋(P),6
83,2008,사랑(N),주(P),12
84,2008,사랑(N),죽(P),9
85,2008,사랑(N),하(P),26
86,2008,산소(N),같(P),49
87,2008,생각(N),나(P),7
88,2008,세상(N),뒤지(P),6
89,2008,속(N),갇히(P),5
90,2008,속(N),깊(P),6
91,2008,손(N),잡(P),14
92,2008,숨(N),쉬(P),14
93,2008,숨(N),없(P),5
94,2008,시간(N),주(P),5
95,2008,신(N),나(P),7
96,2008,심장(N),멈추(P),7
97,2008,얼굴(N),보(P),5
98,2008,여(N),대(P),8
99,2008,원(N),하(P),9
100,2008,을(N),아프(P),6
101,2008,을(N),죽(P),11
102,2008,이별(N),없(P),6
103,2008,이별(N),하(P),5
104,2008,이제(N),네(P),5
105,2008,이제(N),어떡하(P),11
106,2008,이제(N),없(P),5
107,2008,이제(N),지치(P),5
108,2008,일(N),없(P),7
109,2008,입(N),맞추(P),5
110,2008,입술(N),맛있(P),12
111,2008,자신(N),있(P),5
112,2008,지(N),가(P),7
113,2008,추억(N),남기(P),6
114,2008,추억(N),돌이키(P),8
115,2008,품(N),안(P),5
116,2008,햇살(N),밝(P),11
117,2008,행복(N),보(P),5
118,2008,행복(N),있(P),5
119,2008,행복(N),하(P),5
120,2008,혼자(N),살(P),6
121,2008,화분(N),되(P),6
122,2008,후회(N),없(P),10
0,2009,가슴(N),뛰(P),5
1,2009,가슴(N),믿(P),5
2,2009,가슴(N),시(P),5
3,2009,가슴(N),아프(P),7
4,2009,가슴(N),찢어지(P),9
5,2009,거짓말(N),돌아오(P),6
6,2009,거짓말(N),두(P),5
7,2009,거짓말(N),잊(P),7
8,2009,거짓말(N),하(P),8
9,2009,곁(N),있(P),9
10,2009,고(N),고(P),18
11,2009,고(N),잡(P),6
12,2009,곳(N),같(P),5
13,2009,곳(N),있(P),6
14,2009,귀(N),감(P),8
15,2009,귀(N),막(P),6
16,2009,꿈(N),꾸(P),6
17,2009,꿈(N),보이나(P),7
18,2009,꿈(N),있(P),5
19,2009,나(N),나나(P),9
20,2009,나(N),알(P),5
21,2009,날(N),가(P),6
22,2009,날(N),녹이(P),8
23,2009,날(N),멈추(P),5
24,2009,날(N),보(P),7
25,2009,날(N),부드럽(P),8
26,2009,남자(N),나쁘(P),5
27,2009,남자(N),떠나가(P),8
28,2009,냉면(N),떨리(P),9
29,2009,냉면(N),시(P),18
30,2009,냉면(N),찔기(P),18
31,2009,너(N),기다리(P),7
32,2009,노래(N),따르(P),7
33,2009,노래(N),부르(P),9
34,2009,노래(N),슬프(P),7
35,2009,눈(N),감(P),14
36,2009,눈(N),뜨(P),5
37,2009,눈(N),막(P),5
38,2009,눈(N),부시(P),16
39,2009,눈(N),빛나(P),6
40,2009,눈(N),잊(P),7
41,2009,눈물(N),같(P),8
42,2009,눈물(N),나(P),12
43,2009,눈물(N),흐르(P),6
44,2009,눈물(N),흘리(P),6
45,2009,대(N),태어나(P),6
46,2009,대신(N),하(P),5
47,2009,등(N),지(P),5
48,2009,때(N),갈라지(P),6
49,2009,때(N),쉬(P),8
50,2009,때(N),있(P),5
51,2009,때(N),터지(P),6
52,2009,라(N),신나(P),8
53,2009,마법(N),설레이(P),5
54,2009,마음(N),다치(P),5
55,2009,마음(N),비(P),8
56,2009,말(N),같(P),7
57,2009,말(N),듣(P),8
58,2009,말(N),들(P),5
59,2009,말(N),모자라(P),10
60,2009,말(N),설레이(P),5
61,2009,말(N),슬프(P),5
62,2009,말(N),원하(P),5
63,2009,말(N),있(P),5
64,2009,말(N),하(P),32
65,2009,맘(N),닫(P),5
66,2009,맘(N),아프(P),9
67,2009,목소리(N),녹이(P),6
68,2009,목소리(N),멋지(P),5
69,2009,목소리(N),부드럽(P),6
70,2009,목소리(N),크(P),6
71,2009,몸(N),떨리(P),7
72,2009,문(N),닫(P),6
73,2009,바보(N),같(P),12
74,2009,바보(N),살아가(P),5
75,2009,밥(N),먹(P),5
76,2009,번(N),바라보(P),5
77,2009,부(N),부시(P),8
78,2009,비(N),오(P),5
79,2009,사람(N),보(P),6
80,2009,사람(N),좋(P),9
81,2009,사람(N),하(P),5
82,2009,사랑(N),갖(P),5
83,2009,사랑(N),같(P),9
84,2009,사랑(N),그(P),6
85,2009,사랑(N),그러(P),17
86,2009,사랑(N),그렇(P),8
87,2009,사랑(N),되(P),11
88,2009,사랑(N),모르(P),7
89,2009,사랑(N),변하(P),5
90,2009,사랑(N),쉽(P),6
91,2009,사랑(N),없(P),12
92,2009,사랑(N),이렇(P),5
93,2009,사랑(N),하(P),19
94,2009,상처(N),아프(P),6
95,2009,생각(N),나(P),11
96,2009,속(N),보이나(P),5
97,2009,손(N),고(P),9
98,2009,손(N),잡(P),10
99,2009,숨(N),막히(P),12
100,2009,숨(N),멈추(P),5
101,2009,숨(N),쉬(P),17
102,2009,슬픔(N),지(P),5
103,2009,시간(N),흐르(P),8
104,2009,심장(N),같(P),5
105,2009,심장(N),멈추(P),5
106,2009,심장(N),없(P),10
107,2009,아픔(N),잃(P),8
108,2009,애(N),쓰(P),9
109,2009,여자(N),나쁘(P),20
110,2009,여자(N),헤어지(P),8
111,2009,오(N),나(P),7
112,2009,외톨이(N),닫(P),5
113,2009,은(N),갖(P),5
114,2009,이름(N),부르(P),10
115,2009,이름(N),슬프(P),6
116,2009,이제(N),보(P),7
117,2009,이제(N),하(P),5
118,2009,일(N),없(P),9
119,2009,일(N),하(P),5
120,2009,입(N),맞추(P),5
121,2009,자신(N),가두(P),5
122,2009,차(N),신나(P),8
123,2009,춤(N),추(P),7
124,2009,필요(N),없(P),13
125,2009,하늘(N),같(P),5
126,2009,하늘(N),있(P),5
127,2009,하루(N),없(P),6
0,2010,가슴(N),아프(P),15
1,2010,거짓말(N),하(P),6
2,2010,걱정(N),없(P),7
3,2010,걱정(N),하(P),7
4,2010,걸음(N),멀(P),8
5,2010,곁(N),맴돌(P),7
6,2010,괴로움(N),부르(P),6
7,2010,괴로움(N),사무치(P),6
8,2010,그때(N),나가(P),7
9,2010,그때(N),보(P),7
10,2010,그때(N),좋(P),9
11,2010,그리움(N),부르(P),6
12,2010,그리움(N),파묻히(P),6
13,2010,나(N),나(P),30
14,2010,나(N),나나(P),9
15,2010,나(N),나나나(P),6
16,2010,나땜(N),때(P),10
17,2010,날(N),따르(P),12
18,2010,날(N),믿(P),12
19,2010,날(N),보(P),6
20,2010,날(N),책임지(P),6
21,2010,날(N),흔들(P),12
22,2010,남(N),대(P),6
23,2010,남(N),자(P),10
24,2010,남자(N),대(P),6
25,2010,남자(N),자(P),7
26,2010,노래(N),부르(P),9
27,2010,노래(N),사무치(P),6
28,2010,눈(N),감(P),6
29,2010,눈물(N),나(P),9
30,2010,눈물(N),헤프(P),6
31,2010,눈물(N),흐르(P),8
32,2010,눈물(N),흔하(P),6
33,2010,눈물(N),흘리(P),8
34,2010,달빛(N),알아주(P),6
35,2010,달빛(N),외롭(P),6
36,2010,때(N),가(P),12
37,2010,때(N),보(P),13
38,2010,때(N),하(P),9
39,2010,마(N),하(P),6
40,2010,말(N),같(P),8
41,2010,말(N),되(P),11
42,2010,말(N),듣(P),10
43,2010,말(N),보(P),7
44,2010,말(N),웃기(P),10
45,2010,말(N),하(P),54
46,2010,맘(N),같(P),11
47,2010,맘(N),묻(P),6
48,2010,맘(N),받(P),10
49,2010,맘(N),안(P),6
50,2010,맘(N),알(P),8
51,2010,멋(N),있(P),8
52,2010,멍(N),검(P),6
53,2010,멍(N),들(P),9
54,2010,멍(N),때리(P),6
55,2010,몸매(N),이쁘(P),6
56,2010,물(N),들(P),6
57,2010,물(N),붉(P),6
58,2010,물(N),울(P),6
59,2010,미래(N),묶이(P),10
60,2010,바보(N),같(P),10
61,2010,박수(N),치(P),30
62,2010,밤(N),알아주(P),6
63,2010,밤(N),외롭(P),6
64,2010,밥(N),먹(P),10
65,2010,방(N),같(P),6
66,2010,별빛(N),받(P),6
67,2010,별빛(N),안(P),6
68,2010,비(N),오(P),6
69,2010,빠빠(N),빼리(P),6
70,2010,삐오(N),좋(P),6
71,2010,사람(N),알(P),6
72,2010,사람(N),웃(P),7
73,2010,사람(N),있(P),7
74,2010,사랑(N),가(P),14
75,2010,사랑(N),같(P),8
76,2010,사랑(N),나(P),9
77,2010,사랑(N),되(P),9
78,2010,사랑(N),떠나가(P),7
79,2010,사랑(N),묶이(P),10
80,2010,사랑(N),미치(P),10
81,2010,사랑(N),변하(P),7
82,2010,사랑(N),아프(P),7
83,2010,사랑(N),알(P),11
84,2010,사랑(N),없(P),12
85,2010,사랑(N),오(P),10
86,2010,사랑(N),하(P),23
87,2010,상처(N),받(P),7
88,2010,상처(N),안(P),6
89,2010,생각(N),나(P),6
90,2010,생각(N),하(P),15
91,2010,세상(N),빛나(P),6
92,2010,세상(N),아름답(P),6
93,2010,손(N),잡(P),8
94,2010,순간(N),없(P),8
95,2010,술(N),마시(P),6
96,2010,숨(N),막히(P),7
97,2010,숨(N),쉬(P),16
98,2010,시간(N),지나(P),13
99,2010,시간(N),흐르(P),11
100,2010,심장(N),뛰(P),6
101,2010,아틸리싸이(N),이루어지(P),6
102,2010,어머어(N),놀라(P),12
103,2010,어머어(N),하(P),12
104,2010,얼굴(N),보(P),6
105,2010,엉덩일(N),흔들(P),6
106,2010,예(N),좋(P),6
107,2010,오(N),헤어지(P),6
108,2010,온몸(N),적시(P),6
109,2010,이제(N),없(P),6
110,2010,일(N),하(P),11
111,2010,정신(N),나가(P),10
112,2010,정신(N),보(P),6
113,2010,조금(N),보(P),6
114,2010,주위(N),서성거리(P),7
115,2010,지(N),가(P),12
116,2010,집(N),같(P),6
117,2010,필요(N),없(P),9
118,2010,필요(N),하(P),6
119,2010,혼자(N),이렇(P),7
120,2010,후회(N),없(P),6
0,2011,가슴(N),되(P),7
1,2011,가슴(N),아프(P),11
2,2011,거(N),울(P),52
3,2011,거울(N),울(P),52
4,2011,거품(N),커지(P),6
5,2011,걸(N),괜찮(P),5
6,2011,괘(N),괜찮(P),8
7,2011,귀(N),막(P),6
8,2011,꿈(N),꾸(P),5
9,2011,끝(N),달려보(P),6
10,2011,끝(N),모르(P),5
11,2011,끝(N),없(P),5
12,2011,끝(N),젓(P),6
13,2011,끝(N),향하(P),14
14,2011,나리(N),같(P),5
15,2011,나리(N),모(P),6
16,2011,날(N),떠나(P),6
17,2011,날(N),만(P),8
18,2011,날(N),보(P),6
19,2011,날(N),없(P),11
20,2011,날(N),오(P),11
21,2011,남(N),되(P),14
22,2011,남(N),리(P),12
23,2011,남자(N),웃(P),6
24,2011,내일(N),하(P),6
25,2011,노(N),젓(P),6
26,2011,노(N),좋(P),9
27,2011,노래(N),듣(P),6
28,2011,노래(N),변하(P),6
29,2011,노래(N),부르(P),14
30,2011,노래(N),싫(P),6
31,2011,노래(N),있(P),5
32,2011,노래(N),춤추(P),5
33,2011,눈(N),감(P),7
34,2011,눈(N),보(P),12
35,2011,눈(N),부(P),6
36,2011,눈(N),찌푸리(P),6
37,2011,눈(N),하(P),7
38,2011,눈물(N),나(P),6
39,2011,눈물(N),흐르(P),10
40,2011,대답(N),없(P),7
41,2011,도네(N),돌(P),6
42,2011,돈(N),없(P),6
43,2011,때(N),가(P),7
44,2011,때(N),보(P),8
45,2011,때(N),오(P),6
46,2011,때(N),있(P),11
47,2011,라(N),랄(P),32
48,2011,라랄라(N),랄(P),12
49,2011,랄(N),랄(P),28
50,2011,마(N),말(P),7
51,2011,마(N),바라보(P),8
52,2011,마(N),보(P),10
53,2011,마(N),하(P),9
54,2011,말(N),같(P),6
55,2011,말(N),나(P),6
56,2011,말(N),돌리(P),5
57,2011,말(N),되(P),11
58,2011,말(N),막(P),6
59,2011,말(N),보(P),5
60,2011,말(N),쉽(P),13
61,2011,말(N),알(P),6
62,2011,말(N),없(P),8
63,2011,말(N),하(P),43
64,2011,맘(N),가(P),6
65,2011,맘(N),들(P),7
66,2011,맘(N),모르(P),11
67,2011,맘(N),보(P),8
68,2011,맘(N),아프(P),12
69,2011,맘(N),알(P),7
70,2011,맘(N),어떻(P),5
71,2011,맘(N),오(P),7
72,2011,맘(N),죽(P),6
73,2011,맘(N),커지(P),7
74,2011,맘(N),흔들(P),6
75,2011,바람(N),나(P),12
76,2011,밤(N),길(P),5
77,2011,밤(N),타오르(P),6
78,2011,볼륨(N),높이(P),5
79,2011,비(N),오(P),8
80,2011,비바람(N),불(P),5
81,2011,사람(N),나쁘(P),6
82,2011,사람(N),떠나(P),6
83,2011,사랑(N),나쁘(P),5
84,2011,사랑(N),되(P),12
85,2011,사랑(N),떠나(P),8
86,2011,사랑(N),모르(P),7
87,2011,사랑(N),싫(P),7
88,2011,사랑(N),아프(P),7
89,2011,사랑(N),알(P),11
90,2011,사랑(N),없(P),11
91,2011,사랑(N),위하(P),5
92,2011,사랑(N),참(P),5
93,2011,사랑(N),하(P),14
94,2011,사이(N),되(P),6
95,2011,삶(N),돌(P),6
96,2011,생각(N),나(P),5
97,2011,생각(N),하(P),6
98,2011,소리(N),지르(P),5
99,2011,손목(N),끌(P),6
100,2011,순간(N),하(P),6
101,2011,숨(N),막히(P),5
102,2011,숨(N),쉬(P),7
103,2011,숨(N),지치(P),6
104,2011,숨(N),차(P),6
105,2011,슈비두바(N),빠빠쁘(P),6
106,2011,시작(N),되(P),5
107,2011,아메리카(N),좋(P),9
108,2011,앞(N),가(P),5
109,2011,앞(N),보(P),5
110,2011,얘기(N),하(P),5
111,2011,얼굴(N),나(P),5
112,2011,얼음(N),하(P),6
113,2011,여행(N),되(P),5
114,2011,오(N),떠나(P),5
115,2011,오(N),찾(P),5
116,2011,오늘(N),없(P),7
117,2011,와(N),끌리(P),6
118,2011,와(N),오(P),6
119,2011,우(N),찾(P),7
120,2011,이름(N),부르(P),9
121,2011,이유(N),없(P),5
122,2011,이제(N),없(P),6
123,2011,이제(N),편하(P),5
124,2011,일(N),괜찮(P),5
125,2011,일(N),없(P),9
126,2011,입술(N),막(P),9
127,2011,입술(N),바라보(P),5
128,2011,재(N),없(P),12
129,2011,재수(N),없(P),9
130,2011,조금(N),내(P),6
131,2011,주(N),없(P),6
132,2011,춤(N),추(P),7
133,2011,탐(N),이쁘(P),6
134,2011,태양(N),가(P),5
135,2011,태양(N),뜨겁(P),11
136,2011,태양(N),만나(P),5
137,2011,행복(N),살(P),5
138,2011,혼자(N),편하(P),5
139,2011,화(N),나(P),5
140,2011,후(N),떠나(P),5
141,2011,훗날(N),멀(P),5
142,2011,힘(N),내(P),6
143,2011,힘(N),들(P),6
0,2012,가까이(N),보(P),5
1,2012,각(N),나(P),5
2,2012,각(N),생(P),5
3,2012,거리(N),걷(P),5
4,2012,거리(N),울리(P),6
5,2012,거리(N),퍼지(P),6
6,2012,곁(N),없(P),6
7,2012,곁(N),있(P),11
8,2012,곳(N),없(P),12
9,2012,귀(N),들리(P),6
10,2012,그때(N),모르(P),6
11,2012,길(N),걷(P),5
12,2012,끝(N),모르(P),13
13,2012,나(N),나(P),9
14,2012,날(N),미치(P),8
15,2012,날(N),보(P),6
16,2012,날(N),아프(P),5
17,2012,날(N),알(P),8
18,2012,날(N),있(P),5
19,2012,날(N),하(P),6
20,2012,남(N),하(P),5
21,2012,남자(N),만나(P),6
22,2012,남자(N),살(P),8
23,2012,남자(N),울(P),6
24,2012,노래(N),듣(P),16
25,2012,노래(N),부르(P),9
26,2012,노래(N),하(P),5
27,2012,노력(N),잊(P),7
28,2012,눈(N),감(P),14
29,2012,눈(N),보이(P),7
30,2012,눈물(N),마르(P),7
31,2012,눈물(N),파랗(P),7
32,2012,돈(N),되(P),6
33,2012,때(N),보(P),9
34,2012,때(N),웃(P),5
35,2012,때(N),하(P),7
36,2012,뜨거(N),나(P),12
37,2012,뜨거(N),뜨(P),12
38,2012,뜨거(N),뜨겁(P),12
39,2012,라(N),랄(P),6
40,2012,립스틱(N),세우(P),8
41,2012,마(N),듣(P),10
42,2012,마음(N),모르(P),6
43,2012,마음(N),커지(P),5
44,2012,말(N),되(P),13
45,2012,말(N),하(P),16
46,2012,맘(N),같(P),5
47,2012,맘(N),나쁘(P),16
48,2012,맘(N),모르(P),12
49,2012,맘(N),뺏(P),5
50,2012,맘(N),흔들(P),5
51,2012,목소리(N),낮(P),5
52,2012,목소리(N),높이(P),6
53,2012,목소리(N),들리(P),7
54,2012,목소리(N),울리(P),5
55,2012,문자(N),보내(P),5
56,2012,바람(N),불(P),6
57,2012,바보(N),같(P),5
58,2012,밤(N),빛나(P),5
59,2012,밤(N),아름답(P),20
60,2012,밤(N),없(P),5
61,2012,밤(N),오(P),6
62,2012,밥(N),먹(P),5
63,2012,벚꽃(N),흩날리(P),7
64,2012,베일(N),싸이(P),5
65,2012,별(N),빛나(P),5
66,2012,별(N),아름답(P),5
67,2012,봄(N),같(P),5
68,2012,봄(N),닮(P),5
69,2012,봄(N),오(P),5
70,2012,봄바람(N),휘날리(P),6
71,2012,비(N),그치(P),8
72,2012,사람(N),만나(P),7
73,2012,사람(N),수많(P),6
74,2012,사람(N),없(P),7
75,2012,사랑(N),떠나(P),8
76,2012,사랑(N),모르(P),13
77,2012,사랑(N),없(P),7
78,2012,사랑(N),울(P),5
79,2012,사랑(N),있(P),5
80,2012,사랑(N),하(P),12
81,2012,사랑(N),힘들(P),6
82,2012,상처(N),받(P),8
83,2012,생각(N),나(P),9
84,2012,세상(N),되(P),6
85,2012,세상(N),없(P),5
86,2012,손(N),잡(P),13
87,2012,순간(N),떠오르(P),5
88,2012,술담배(N),끊(P),6
89,2012,숨(N),쉬(P),7
90,2012,스틱(N),세우(P),8
91,2012,슬픔(N),파랗(P),7
92,2012,시간(N),알(P),6
93,2012,시간(N),지나(P),5
94,2012,시간(N),흐르(P),6
95,2012,심장(N),찌르(P),5
96,2012,아무것(N),없(P),5
97,2012,어머어머(N),묻히(P),6
98,2012,영화(N),보(P),8
99,2012,이별(N),모르(P),6
100,2012,이상(N),없(P),5
101,2012,잎(N),흩날리(P),7
102,2012,자신(N),없(P),6
103,2012,잠(N),들(P),7
104,2012,적금(N),쪼개(P),6
105,2012,전(N),늦(P),7
106,2012,전(N),하(P),5
107,2012,주머닐(N),털(P),6
108,2012,지금(N),하(P),5
109,2012,진심(N),원하(P),7
110,2012,진짜(N),모르(P),7
111,2012,품(N),안기(P),5
112,2012,하루(N),하(P),5
113,2012,햇살(N),같(P),5
114,2012,햇살(N),닮(P),5
115,2012,향기(N),남(P),5
116,2012,혼(N),어리(P),6
0,2013,가슴(N),아프(P),6
1,2013,곁(N),없(P),5
2,2013,곳(N),없(P),10
3,2013,길(N),걷(P),6
4,2013,꽃(N),오(P),6
5,2013,꽃(N),피(P),6
6,2013,꿈(N),꾸(P),5
7,2013,날(N),떠나(P),6
8,2013,날(N),만나(P),6
9,2013,날(N),보(P),12
10,2013,날(N),하(P),6
11,2013,남자(N),나쁘(P),15
12,2013,눈(N),감(P),11
13,2013,눈(N),보(P),9
14,2013,눈(N),보이(P),7
15,2013,눈물(N),보(P),11
16,2013,눈물(N),슬프(P),6
17,2013,눈물(N),치리(P),6
